in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,0,1,2,3,4,5,6,7,8,9,10,11,12,artist_count,released_year
0.05381428868670437,0.27210884353741494,0.34250385058762606,0.06101190476190476,0.7454545454545455,0.05595854922279792,0.2608695652173913,0.17286501377410468,0.12765957446808507,0.4657534246575343,0.5591397849462366,0.6987951807228916,0.23711340206185566,0.0,0.2553191489361702,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2023.0
0.007395918058524221,0.37414965986394555,0.03945600774354554,0.05505952380952381,0.7345454545454545,0.021761658031088083,0.10869565217391304,0.11570247933884298,0.6028368794326241,0.7534246575342465,0.5161290322580646,0.819277108433735,0.18556701030927836,0.0,0.12765957446808512,0.08064516129032258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023.0
0.0661471239147294,0.6666666666666666,0.2625108728595007,0.11904761904761904,0.5672727272727273,0.18860103626943003,0.5217391304347826,0.8822314049586777,0.46099290780141844,0.38356164383561636,0.3010752688172043,0.3493975903614458,0.8556701030927835,0.0,0.06382978723404256,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
0.44534397639359147,0.8843537414965986,0.9999999999999999,0.5997023809523809,0.72,0.894300518134715,1.0,1.0,0.7730496453900709,0.3972602739726027,0.6666666666666667,0.710843373493976,0.35051546391752575,0.0,0.2978723404255319,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2023.0
0.15279853216562317,0.5238095238095238,0.7877947122304976,0.27232142857142855,0.5890909090909091,0.16683937823834197,0.2608695652173913,0.12878787878787878,0.17021276595744683,0.5616438356164384,0.41935483870967744,0.710843373493976,0.05154639175257732,0.18681318681318682,0.13829787234042554,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2022.0
0.05506270452267009,0.5238095238095238,0.33649205001317084,0.13541666666666666,0.7709090909090909,0.08082901554404144,0.13043478260869565,0.0,0.3900709219858156,0.7534246575342465,0.7741935483870969,0.5421686746987953,0.44329896907216493,0.0,0.32978723404255317,0.016129032258064516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2022.0
0.048782794559933416,0.27210884353741494,0.22705373182330735,0.06398809523809523,0.36363636363636365,0.05595854922279792,0.30434782608695654,0.12878787878787878,0.24822695035460995,0.8630136986301369,0.6774193548387097,0.6265060240963856,0.14432989690721648,0.0,0.09574468085106383,0.22580645161290322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2023.0
0.01068719617152477,0.4625850340136054,0.24611884097875483,0.011904761904761904,0.3781818181818182,0.02383419689119171,0.043478260869565216,0.01997245179063361,0.3900709219858156,0.547945205479452,0.34408602150537637,0.710843373493976,0.0,0.0,0.35106382978723405,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
0.005693532827661868,0.17687074829931973,0.05854969203748665,0.016369047619047616,0.5927272727272728,0.010362694300518133,0.08695652173913043,0.0,0.5319148936170213,0.5753424657534247,0.89247311827957,0.7228915662650603,0.2268041237113402,0.0,0.4148936170212766,0.03225806451612903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2023.0
0.00917396485520268,0.2585034013605442,0.035310823159838176,0.10863095238095237,0.43272727272727274,0.043523316062176166,0.021739130434782608,0.10330578512396695,0.4113475177304964,0.6301369863013699,0.838709677419355,0.746987951807229,0.061855670103092786,0.0,0.031914893617021274,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023.0
0.02424953184406151,0.27210884353741494,0.13590222821429235,0.025297619047619048,0.5527272727272727,0.03316062176165803,0.2391304347826087,0.09573002754820936,0.4822695035460993,0.8493150684931507,0.827956989247312,0.6385542168674699,0.26804123711340205,0.0,0.09574468085106383,0.04838709677419355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2023.0
0.03620405924300603,0.5918367346938775,0.07813784448893914,0.11011904761904762,0.6618181818181819,0.09015544041450776,0.30434782608695654,0.7527548209366391,0.24113475177304966,0.8493150684931507,0.849462365591398,0.6506024096385543,0.07216494845360824,0.0,0.35106382978723405,0.29032258064516125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2023.0
0.004142470728431724,0.17687074829931973,0.05303340067458338,0.023809523809523808,0.5418181818181819,0.010362694300518133,0.10869565217391304,0.11570247933884298,0.46099290780141844,0.7671232876712328,0.989247311827957,0.8674698795180723,0.09278350515463918,0.0,0.06382978723404256,0.1129032258064516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
0.1339398868859591,0.5238095238095238,0.6090407415482795,0.3005952380952381,0.43272727272727274,0.32953367875647666,0.8260869565217391,0.06611570247933884,0.2978723404255319,0.7808219178082192,0.838709677419355,0.7951807228915663,0.44329896907216493,0.0,0.11702127659574468,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2023.0
0.01566194412393364,0.27210884353741494,0.04148131437197557,0.05208333333333333,0.39636363636363636,0.04248704663212435,0.30434782608695654,0.1453168044077135,0.4042553191489362,0.7945205479452055,0.7526881720430109,0.6867469879518073,0.14432989690721648,0.0,0.5638297872340425,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2023.0
0.04518887018366845,0.1292517006802721,0.2911341490959192,0.07738095238095238,0.3890909090909091,0.015544041450777202,0.021739130434782608,0.2238292011019284,0.9858156028368793,0.3972602739726027,0.5161290322580646,0.6506024096385543,0.4742268041237113,0.0,0.12765957446808512,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023.0
0.055932812529555294,0.6870748299319728,0.08629585619953727,0.0,0.0,0.14818652849740932,0.8260869565217391,0.0,0.3191489361702128,0.6027397260273972,0.7956989247311829,0.855421686746988,0.020618556701030927,0.0,0.3191489361702128,0.04838709677419355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2022.0
0.015756521081203775,0.5306122448979592,0.015292995126326167,0.1056547619047619,0.4909090909090909,0.05181347150259067,0.021739130434782608,0.2024793388429752,0.43262411347517726,0.6986301369863015,0.33333333333333337,0.8433734939759038,0.0,0.0,0.08510638297872342,0.06451612903225806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2023.0
0.0044451169916961426,0.2312925170068027,0.03541853059733178,0.02976190476190476,0.6727272727272727,0.013471502590673574,0.17391304347826086,0.1356749311294766,0.7304964539007092,0.4520547945205479,0.6344086021505377,0.8795180722891568,0.4020618556701031,0.0,0.08510638297872342,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023.0
0.11358692568142698,0.5986394557823129,0.5716346782605723,0.1681547619047619,0.5418181818181819,0.2538860103626943,0.5,0.01859504132231405,0.23404255319148937,0.6575342465753424,0.13978494623655913,0.5662650602409639,0.3711340206185567,0.0,0.05319148936170213,0.04838709677419355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023.0
0.1712032080503906,0.38095238095238093,0.6771562185813725,0.3601190476190476,0.5163636363636364,0.17098445595854922,0.19565217391304346,0.21349862258953167,0.22695035460992907,0.5616438356164384,0.5053763440860216,0.5903614457831325,0.12371134020618557,0.0,0.1702127659574468,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2023.0
0.08044715985397317,0.3333333333333333,0.41925801843342303,0.17113095238095238,0.44727272727272727,0.19067357512953367,0.3913043478260869,0.243801652892562,0.8156028368794327,0.6712328767123288,0.6129032258064517,0.5903614457831325,0.6907216494845361,0.0,0.06382978723404256,0.4193548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2023.0
0.012124765922030756,0.2312925170068027,0.12796819145738347,0.02827380952380952,0.3927272727272727,0.024870466321243522,0.19565217391304346,0.14600550964187328,0.6028368794326241,0.5205479452054795,0.3763440860215054,0.710843373493976,0.38144329896907214,0.0,0.08510638297872342,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2022.0
0.21569220875026007,0.36054421768707484,0.9184279756159947,0.22916666666666666,0.44727272727272727,0.4248704663212435,0.043478260869565216,0.05578512396694215,0.21985815602836878,0.7123287671232876,0.5698924731182796,0.6506024096385543,0.09278350515463918,0.0,0.10638297872340427,0.06451612903225806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2022.0
0.14752113794994987,0.2857142857142857,0.5325015625377875,0.13988095238095238,0.4036363636363636,0.15647668393782382,0.08695652173913043,0.05647382920110193,0.21276595744680848,0.5068493150684932,0.47311827956989244,0.783132530120482,0.0,0.0,0.09574468085106383,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2023.0
0.010460211474076456,0.19047619047619047,0.1195828459206255,0.023809523809523808,0.5781818181818181,0.015544041450777202,0.13043478260869565,0.06887052341597796,0.42553191489361697,0.7671232876712328,0.989247311827957,0.855421686746988,0.27835051546391754,0.0,0.08510638297872342,0.06451612903225806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
0.012503073751111279,0.17006802721088435,0.24010800356555248,0.01488095238095238,0.3890909090909091,0.0062176165803108805,0.06521739130434782,0.04269972451790634,0.5602836879432623,0.4520547945205479,0.860215053763441,0.6144578313253013,0.23711340206185566,0.0,0.07446808510638298,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2023.0
0.455161064558231,0.5306122448979592,0.9999999999999999,0.5535714285714285,0.4254545454545455,0.8735751295336787,0.08695652173913043,0.047520661157024795,0.17730496453900713,0.726027397260274,0.9354838709677421,0.4337349397590362,0.5567010309278351,0.0,0.0425531914893617,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2014.0
0.23551553899407948,0.5442176870748299,0.7514489316646878,0.43303571428571425,0.6690909090909091,0.5564766839378238,0.9782608695652174,0.5006887052341598,0.44680851063829785,0.4520547945205479,0.3655913978494624,1.0,0.041237113402061855,0.0,0.3404255319148936,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2014.0
0.25263396825997314,0.43537414965986393,0.7092297687174497,0.11458333333333333,0.2109090909090909,0.2559585492227979,0.021739130434782608,0.21418732782369146,0.099290780141844,0.4520547945205479,0.5806451612903226,0.5060240963855422,0.38144329896907214,0.0,0.08510638297872342,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023.0
0.06319632284790133,0.1292517006802721,0.3864242854892046,0.09672619047619047,0.17454545454545456,0.14300518134715026,0.021739130434782608,0.07024793388429752,0.4042553191489362,0.6027397260273972,0.48387096774193555,0.6024096385542169,0.10309278350515463,0.0,0.07446808510638298,0.016129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2023.0
0.046380539845272094,0.4013605442176871,0.9999999999999999,0.10119047619047619,0.07636363636363637,0.024870466321243522,0.0,0.17837465564738292,0.4893617021276595,0.49315068493150677,0.5053763440860216,0.45783132530120485,0.09278350515463918,0.0,0.12765957446808512,0.08064516129032258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2018.0
0.5580986248510412,0.5374149659863945,0.9999999999999999,0.41815476190476186,0.49818181818181817,0.0,0.021739130434782608,0.09641873278236915,0.8581560283687942,0.6164383561643836,0.48387096774193555,0.5421686746987953,0.16494845360824742,0.0,0.10638297872340427,0.4193548387096774,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2022.0
0.06387727694024628,0.31972789115646255,0.3513590210358583,0.1294642857142857,0.31272727272727274,0.07668393782383419,0.021739130434782608,0.011019283746556474,0.014184397163120532,0.4109589041095891,0.49462365591397855,0.4698795180722892,0.23711340206185566,0.0,0.43617021276595747,0.08064516129032258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2017.0
0.02396580097225112,0.2585034013605442,0.07298289234946827,0.06547619047619047,0.23272727272727273,0.05906735751295337,0.21739130434782608,0.07575757575757576,0.2907801418439716,0.6712328767123288,0.13978494623655913,0.6024096385542169,0.07216494845360824,0.0,0.07446808510638298,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,
0.08031475211379499,0.4489795918367347,0.1203869636476629,0.2157738095238095,0.4036363636363636,0.22072538860103627,0.2391304347826087,0.5578512396694215,0.44680851063829785,0.5068493150684932,0.20430107526881724,0.9277108433734941,0.0,0.0,0.09574468085106383,0.016129032258064516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2020.0
0.020844761382336804,0.2653061224489796,0.10388137695171851,0.020833333333333332,0.2581818181818182,0.02383419689119171,0.21739130434782608,0.12121212121212122,0.2978723404255319,0.9452054794520548,0.5483870967741936,0.674698795180723,0.18556701030927836,0.0,0.12765957446808512,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
0.04214349215957024,0.4013605442176871,0.03919949663377682,0.0,0.0,0.11295336787564766,0.3695652173913043,0.0,0.46099290780141844,0.6027397260273972,0.989247311827957,0.8915662650602411,0.12371134020618557,0.2087912087912088,0.05319148936170213,0.03225806451612903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2016.0
0.3469082792668394,0.564625850340136,0.9999999999999999,0.3720238095238095,0.44363636363636366,0.0,0.41304347826086957,1.0,0.4113475177304964,0.30136986301369867,0.09677419354838711,0.4819277108433735,0.7216494845360825,0.0,0.06382978723404256,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2016.0
0.8297803923052187,0.4693877551020408,0.9999999999999999,1.0,0.7236363636363636,0.0,0.43478260869565216,1.0,0.7517730496453899,0.3698630136986301,0.3655913978494624,0.7951807228915663,0.0,0.0,0.06382978723404256,0.08064516129032258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2023.0
